chr	block	start	end	block_length	n_haplotypes	n_clusters	max_cluster_size	singleton_count	dominance	shannon_entropy
chr1	chr1_240201717-240245046	240201717	240245046	43329	5096	48	1853	32	0.363619	1.78299
chr1	chr1_240245046-240284474	240245046	240284474	39428	5096	176	1477	111	0.289835	2.83827
chr1	chr1_240284474-240369075	240284474	240369075	84601	5096	1002	1074	686	0.210754	6.62938
chr1	chr1_240369075-240400972	240369075	240400972	31897	5096	21	2819	9	0.553179	1.2876
chr1	chr1_240400972-240437493	240400972	240437493	36521	5096	353	2126	232	0.41719	3.3736
chr1	chr1_240437493-240451120	240437493	240451120	13627	5096	219	1966	119	0.385793	3.24686
chr1	chr1_240451120-240483894	240451120	240483894	32774	5096	257	1499	173	0.294152	3.07294
chr1	chr1_240483894-240503702	240483894	240503702	19808	5096	709	1367	467	0.26825	5.45419
chr1	chr1_240503702-240509645	240503702	240509645	5943	5096	11	4261	4	0.836146	0.853399
chr1	chr1_240509645-240521329	240509645	240521329	11684	5096	51	2381	32	0.467229	1.62533
chr1	chr1_240521329-240543392	240521329	240543392	22063	5096	383	1910	223	0.374804	4.58544
chr1	chr1_240543392-240591300	240543392	240591300	47908	5096	516	2193	343	0.430338	4.34298
chr1	chr1_240591300-240612922	240591300	240612922	21622	5096	97	2897	56	0.568485	2.34013
chr1	chr1_240612922-240636509	240612922	240636509	23587	5096	307	978	156	0.191915	5.08709
chr1	chr1_240636509-240665020	240636509	240665020	28511	5096	287	1951	196	0.382849	3.1974
chr1	chr1_24063887-24092278	24063887	24092278	28391	5096	282	2303	168	0.451923	2.87748
chr1	chr1_240665020-240683317	240665020	240683317	18297	5096	562	1337	350	0.262363	5.04333
chr1	chr1_240683317-240710727	240683317	240710727	27410	5096	289	1597	172	0.313383	3.87811
chr1	chr1_240710727-240730600	240710727	240730600	19873	5096	126	2139	70	0.419741	3.03342
chr1	chr1_240730600-240753916	240730600	240753916	23316	5096	137	1711	84	0.335754	3.15758
chr1	chr1_240753916-240780139	240753916	240780139	26223	5096	102	2498	50	0.490188	2.69512
chr1	chr1_240780139-240839920	240780139	240839920	59781	5096	8	2273	2	0.446036	1.55776
chr1	chr1_240839920-240889822	240839920	240889822	49902	5096	530	2462	329	0.483124	4.47254
chr1	chr1_240889822-240944766	240889822	240944766	54944	5096	101	4531	58	0.889129	1.00518
chr1	chr1_24092278-24121857	24092278	24121857	29579	5096	415	1029	248	0.201923	5.07889
chr1	chr1_240944766-240997841	240944766	240997841	53075	5096	37	4958	24	0.97292	0.274736
chr1	chr1_240997841-241005541	240997841	241005541	7700	5096	30	2349	11	0.46095	1.91629
chr1	chr1_241005541-241016336	241005541	241016336	10795	5096	4	3865	0	0.758438	1.02323
chr1	chr1_241016336-241034968	241016336	241034968	18632	5096	319	2809	207	0.551217	2.96834
chr1	chr1_241034968-241060718	241034968	241060718	25750	5096	7	3592	0	0.704867	1.43277
chr1	chr1_241060718-241098137	241060718	241098137	37419	5096	526	861	314	0.168956	5.89726
chr1	chr1_241098137-241111402	241098137	241111402	13265	5096	194	2367	104	0.464482	3.63551
chr1	chr1_241111402-241163294	241111402	241163294	51892	5096	294	1726	213	0.338697	3.54423
chr1	chr1_241163294-241198917	241163294	241198917	35623	5096	655	1245	440	0.244309	5.14792
chr1	chr1_241198917-241230376	241198917	241230376	31459	5096	242	1770	139	0.347331	3.56643
chr1	chr1_24121857-24141939	24121857	24141939	20082	5096	20	2307	6	0.452708	1.70946
chr1	chr1_241230376-241295038	241230376	241295038	64662	5096	278	1615	198	0.316915	3.15527
chr1	chr1_241295038-241341246	241295038	241341246	46208	5096	1457	411	1010	0.0806515	8.32807
chr1	chr1_241341246-241376502	241341246	241376502	35256	5096	349	2896	233	0.568289	3.21848
chr1	chr1_241376502-241419872	241376502	241419872	43370	5096	88	2316	49	0.454474	2.29016
chr1	chr1_24141939-24181986	24141939	24181986	40047	5096	270	3345	188	0.656397	2.31955
chr1	chr1_241419872-241467188	241419872	241467188	47316	5096	170	3054	100	0.599294	2.32674
chr1	chr1_241467188-241539789	241467188	241539789	72601	5096	243	1886	144	0.370094	3.64123
chr1	chr1_241539789-241548834	241539789	241548834	9045	5096	5	3954	1	0.775903	0.832209
chr1	chr1_241548834-241612831	241548834	241612831	63997	5096	710	3013	524	0.591248	3.73562
chr1	chr1_241612831-241642887	241612831	241642887	30056	5096	20	2048	5	0.401884	1.99208
chr1	chr1_241642887-241655192	241642887	241655192	12305	5096	257	2196	134	0.430926	3.67771
chr1	chr1_241655192-241686270	241655192	241686270	31078	5096	49	2893	30	0.5677	1.5336
chr1	chr1_241686270-241702952	241686270	241702952	16682	5096	16	1437	5	0.281986	2.39487
chr1	chr1_241702952-241729021	241702952	241729021	26069	5096	155	1468	88	0.288069	3.89762
chr1	chr1_241729021-241795675	241729021	241795675	66654	5096	269	1367	173	0.26825	3.53524
chr1	chr1_241795675-241846514	241795675	241846514	50839	5096	55	1813	29	0.355769	2.25463
chr1	chr1_24181986-24199645	24181986	24199645	17659	5096	2	3581	0	0.702708	0.877955
chr1	chr1_241846514-241879430	241846514	241879430	32916	5096	3	2435	0	0.477826	1.33271
chr1	chr1_241879430-241908300	241879430	241908300	28870	5096	14	4652	9	0.912873	0.528543
chr1	chr1_241908300-241920519	241908300	241920519	12219	5096	8	2850	3	0.559262	1.21974
chr1	chr1_241920519-241957750	241920519	241957750	37231	5096	275	1832	194	0.359498	2.79625
chr1	chr1_241957750-241994977	241957750	241994977	37227	5096	135	2988	83	0.586342	2.10284
chr1	chr1_241994977-242032626	241994977	242032626	37649	5096	103	3015	70	0.591641	1.5925
chr1	chr1_24199645-24209542	24199645	24209542	9897	5096	174	2280	109	0.44741	2.78596
chr1	chr1_242032626-242072854	242032626	242072854	40228	5096	3	5083	1	0.997449	0.02665
chr1	chr1_242072854-242110258	242072854	242110258	37404	5096	199	1226	114	0.240581	3.9223
chr1	chr1_24209542-24248855	24209542	24248855	39313	5096	277	2374	156	0.465856	3.12368
chr1	chr1_242110258-242134574	242110258	242134574	24316	5096	99	1581	53	0.310243	3.33465
chr1	chr1_242134574-242187318	242134574	242187318	52744	5096	514	1675	344	0.328689	3.86569
chr1	chr1_242187318-242255930	242187318	242255930	68612	5096	330	2676	261	0.525118	2.74067
chr1	chr1_242255930-242283824	242255930	242283824	27894	5096	197	1955	125	0.383634	3.00322
chr1	chr1_242283824-242380728	242283824	242380728	96904	5096	323	3614	231	0.709184	2.1623
chr1	chr1_242380728-242401380	242380728	242401380	20652	5096	9	2235	2	0.438579	2.08353
chr1	chr1_242401380-242458336	242401380	242458336	56956	5096	97	1681	64	0.329867	2.75869
chr1	chr1_242458336-242493443	242458336	242493443	35107	5096	9	2571	1	0.504513	1.08409
chr1	chr1_24248855-24321278	24248855	24321278	72423	5096	680	2860	443	0.561224	4.27296
chr1	chr1_242493443-242512139	242493443	242512139	18696	5096	421	2071	246	0.406397	4.46546
chr1	chr1_242512139-242533673	242512139	242533673	21534	5096	244	2935	132	0.575942	3.36255
chr1	chr1_242533673-242604376	242533673	242604376	70703	5096	336	2438	208	0.478414	3.75585
chr1	chr1_242604376-242679485	242604376	242679485	75109	5096	395	2053	238	0.402865	4.16469
chr1	chr1_242679485-242718116	242679485	242718116	38631	5096	589	1248	418	0.244898	4.569
chr1	chr1_242718116-242763703	242718116	242763703	45587	5096	529	1506	324	0.295526	5.00145
chr1	chr1_242763703-242884052	242763703	242884052	120349	5096	364	1959	288	0.384419	2.81928
chr1	chr1_242884052-242932625	242884052	242932625	48573	5096	235	3089	186	0.606162	2.27246
chr1	chr1_242932625-242985507	242932625	242985507	52882	5096	13	1949	7	0.382457	1.95063
chr1	chr1_242985507-243211513	242985507	243211513	226006	5096	280	1651	181	0.32398	3.83734
chr1	chr1_243211513-243337095	243211513	243337095	125582	5096	4	3052	0	0.598901	1.43062
chr1	chr1_24321278-24336413	24321278	24336413	15135	5096	12	2456	2	0.481947	1.78282
chr1	chr1_243337095-243450446	243337095	243450446	113351	5096	340	1246	209	0.244505	4.05007
chr1	chr1_24336413-24471893	24336413	24471893	135480	5096	892	1087	689	0.213305	5.42421
chr1	chr1_243450446-243475916	243450446	243475916	25470	5096	109	1502	53	0.294741	3.21216
chr1	chr1_243475916-243508823	243475916	243508823	32907	5096	480	1231	279	0.241562	5.59367
chr1	chr1_243508823-243860365	243508823	243860365	351542	5096	1646	1299	1426	0.254906	6.24071
chr1	chr1_243860365-243912291	243860365	243912291	51926	5096	185	1796	112	0.352433	3.20807
chr1	chr1_243912291-243949304	243912291	243949304	37013	5096	110	2457	68	0.482143	2.09598
chr1	chr1_243949304-243980059	243949304	243980059	30755	5096	117	1536	60	0.301413	3.16689
chr1	chr1_243980059-244023318	243980059	244023318	43259	5096	115	1917	66	0.376177	2.37605
chr1	chr1_244023318-244036570	244023318	244036570	13252	5096	8	2531	1	0.496664	2.00725
chr1	chr1_244036570-244080885	244036570	244080885	44315	5096	712	3457	525	0.678375	3.56778
chr1	chr1_244080885-244096488	244080885	244096488	15603	5096	1	5096	0	1	0
chr1	chr1_244096488-244156293	244096488	244156293	59805	5096	149	2683	106	0.526491	1.93358
chr1	chr1_244156293-244195006	244156293	244195006	38713	5096	1536	1301	1119	0.255298	7.41502
chr1	chr1_244195006-244217010	244195006	244217010	22004	5096	105	2661	53	0.522174	2.67874
chr1	chr1_244217010-244229543	244217010	244229543	12533	5096	131	3207	76	0.629317	2.45086
chr1	chr1_244229543-244254831	244229543	244254831	25288	5096	82	3021	60	0.592818	1.47639
chr1	chr1_244254831-244297524	244254831	244297524	42693	5096	603	2969	478	0.582614	3.21681
chr1	chr1_244297524-244326176	244297524	244326176	28652	5096	96	2301	58	0.451531	2.03748
chr1	chr1_244326176-244348849	244326176	244348849	22673	5096	581	1585	430	0.311028	4.3951
chr1	chr1_244348849-244372646	244348849	244372646	23797	5096	36	3677	21	0.721546	1.04742
chr1	chr1_244372646-244381139	244372646	244381139	8493	5096	275	2509	145	0.492347	3.314
chr1	chr1_244381139-244454703	244381139	244454703	73564	5096	34	2491	21	0.488815	1.97408
chr1	chr1_244454703-244490132	244454703	244490132	35429	5096	85	2024	39	0.397174	2.3112
chr1	chr1_244490132-244628767	244490132	244628767	138635	5096	94	4440	80	0.871272	0.875568
chr1	chr1_244628767-244651103	244628767	244651103	22336	5096	23	4566	8	0.895997	0.725998
chr1	chr1_244651103-244720490	244651103	244720490	69387	5096	107	3786	81	0.742936	1.29664
chr1	chr1_24471893-24552944	24471893	24552944	81051	5096	422	1639	291	0.321625	4.07887
chr1	chr1_244720490-244767424	244720490	244767424	46934	5096	763	1425	507	0.279631	5.71157
chr1	chr1_244767424-244784854	244767424	244784854	17430	5096	450	1583	267	0.310636	4.80935
chr1	chr1_244784854-244805367	244784854	244805367	20513	5096	738	1964	451	0.3854	5.78412
chr1	chr1_244805367-244814237	244805367	244814237	8870	5096	89	2575	57	0.505298	2.34841
chr1	chr1_244814237-244874279	244814237	244874279	60042	5096	1530	740	1108	0.145212	7.92932
chr1	chr1_244874279-244936099	244874279	244936099	61820	5096	755	2409	546	0.472724	4.87874
chr1	chr1_244936099-244946277	244936099	244946277	10178	5096	230	1952	124	0.383046	3.35494
chr1	chr1_244946277-244961278	244946277	244961278	15001	5096	621	1516	409	0.297488	5.17591
chr1	chr1_244961278-245016658	244961278	245016658	55380	5096	5	2833	1	0.555926	1.00445
chr1	chr1_245016658-245121005	245016658	245121005	104347	5096	674	2570	509	0.504317	3.78164
chr1	chr1_245121005-245136861	245121005	245136861	15856	5096	235	3554	139	0.69741	2.42863
chr1	chr1_245136861-245154133	245136861	245154133	17272	5096	41	2237	14	0.438972	2.28818
chr1	chr1_245154133-245173470	245154133	245173470	19337	5096	423	1408	217	0.276295	5.07387
chr1	chr1_245173470-245192493	245173470	245192493	19023	5096	362	3915	245	0.76825	2.34323
chr1	chr1_245192493-245260088	245192493	245260088	67595	5096	1391	1067	1082	0.20938	6.61452
chr1	chr1_245260088-245316414	245260088	245316414	56326	5096	54	2974	34	0.583595	1.42612
chr1	chr1_245316414-245352075	245316414	245352075	35661	5096	844	1318	631	0.258634	5.02287
chr1	chr1_245352075-245370991	245352075	245370991	18916	5096	140	3673	83	0.720761	2.0767
chr1	chr1_245370991-245399912	245370991	245399912	28921	5096	293	2084	193	0.408948	3.41004
chr1	chr1_245399912-245411881	245399912	245411881	11969	5096	38	1591	20	0.312206	2.17536
chr1	chr1_245411881-245431156	245411881	245431156	19275	5096	319	1960	205	0.384615	4.10769
chr1	chr1_245431156-245486349	245431156	245486349	55193	5096	1513	1191	1092	0.233713	7.44103
chr1	chr1_245486349-245521930	245486349	245521930	35581	5096	4	3679	1	0.721939	0.949237
chr1	chr1_245521930-245539802	245521930	245539802	17872	5096	31	3004	11	0.589482	1.60288
chr1	chr1_24552944-24577764	24552944	24577764	24820	5096	90	1746	51	0.342622	2.61107
chr1	chr1_245539802-245562412	245539802	245562412	22610	5096	341	1243	227	0.243917	3.84963
chr1	chr1_245562412-245592509	245562412	245592509	30097	5096	627	729	393	0.143053	6.24533
chr1	chr1_245592509-245614855	245592509	245614855	22346	5096	361	721	235	0.141484	5.02586
chr1	chr1_245614855-245649402	245614855	245649402	34547	5096	253	931	150	0.182692	4.23782
chr1	chr1_245649402-245678674	245649402	245678674	29272	5096	712	1897	504	0.372253	4.68324
chr1	chr1_245678674-245697116	245678674	245697116	18442	5096	46	2595	29	0.509223	1.57788
chr1	chr1_245697116-245730959	245697116	245730959	33843	5096	144	2014	89	0.395212	2.83017
chr1	chr1_245730959-245766798	245730959	245766798	35839	5096	733	1398	535	0.274333	5.44885
chr1	chr1_245766798-245793239	245766798	245793239	26441	5096	153	1829	90	0.358909	2.87999
chr1	chr1_24577764-24688927	24577764	24688927	111163	5096	981	1209	720	0.237245	5.48744
chr1	chr1_245793239-245803452	245793239	245803452	10213	5096	59	3561	23	0.698783	1.77464
chr1	chr1_245803452-245849710	245803452	245849710	46258	5096	389	3111	270	0.610479	2.97723
chr1	chr1_245849710-245895607	245849710	245895607	45897	5096	20	2130	11	0.417975	1.62482
chr1	chr1_245895607-245953889	245895607	245953889	58282	5096	132	3093	91	0.606947	1.98477
chr1	chr1_245953889-246003241	245953889	246003241	49352	5096	425	1150	290	0.225667	4.1368
chr1	chr1_246003241-246107065	246003241	246107065	103824	5096	70	1542	46	0.30259	2.51718
chr1	chr1_246107065-246146528	246107065	246146528	39463	5096	150	2460	86	0.482732	2.53961
chr1	chr1_246146528-246193509	246146528	246193509	46981	5096	105	1970	62	0.386578	2.75504
chr1	chr1_246193509-246272871	246193509	246272871	79362	5096	8	3193	1	0.62657	1.47148
chr1	chr1_246272871-246443649	246272871	246443649	170778	5096	455	3164	380	0.620879	2.81854
chr1	chr1_246443649-246533294	246443649	246533294	89645	5096	1912	1260	1608	0.247253	7.19442
chr1	chr1_246533294-246581455	246533294	246581455	48161	5096	676	2429	453	0.476648	4.66661
chr1	chr1_246581455-246657208	246581455	246657208	75753	5096	202	3253	129	0.638344	2.07551
chr1	chr1_246657208-246699286	246657208	246699286	42078	5096	535	2146	386	0.421115	3.88509
chr1	chr1_246699286-246829540	246699286	246829540	130254	5096	1360	1203	1141	0.236068	5.97813
chr1	chr1_246829540-246868771	246829540	246868771	39231	5096	665	1389	387	0.272567	5.51388
chr1	chr1_246868771-246976726	246868771	246976726	107955	5096	1128	2182	994	0.428179	4.1515
chr1	chr1_24688927-24859178	24688927	24859178	170251	5096	60	2433	44	0.477433	1.66518
chr1	chr1_246976726-247022756	246976726	247022756	46030	5096	443	985	280	0.193289	4.94695
chr1	chr1_247022756-247081010	247022756	247081010	58254	5096	54	2428	31	0.476452	2.0464
chr1	chr1_247081010-247108391	247081010	247108391	27381	5096	46	2656	17	0.521193	2.44798
chr1	chr1_247108391-247181328	247108391	247181328	72937	5096	792	1805	642	0.354199	4.84039
chr1	chr1_247181328-247244527	247181328	247244527	63199	5096	470	1133	307	0.222331	4.57907
chr1	chr1_247244527-247370993	247244527	247370993	126466	5096	2242	1545	1897	0.303179	7.80069
chr1	chr1_2472868-2536231	2472868	2536231	63363	5096	317	2296	228	0.450549	2.84389
chr1	chr1_247370993-247412466	247370993	247412466	41473	5096	332	2328	246	0.456829	2.32461
chr1	chr1_247412466-247435768	247412466	247435768	23302	5096	199	3163	123	0.620683	2.55969
chr1	chr1_247435768-247453017	247435768	247453017	17249	5096	961	1695	639	0.332614	5.93842
chr1	chr1_247453017-247546499	247453017	247546499	93482	5096	541	2354	391	0.461931	3.46614
chr1	chr1_247546499-247561732	247546499	247561732	15233	5096	72	2140	37	0.419937	2.78386
chr1	chr1_247561732-247586270	247561732	247586270	24538	5096	63	1859	37	0.364796	2.27568
chr1	chr1_247586270-247642495	247586270	247642495	56225	5096	642	1229	437	0.24117	5.26383
chr1	chr1_247642495-247762132	247642495	247762132	119637	5096	161	2602	118	0.510597	2.42871
chr1	chr1_247762132-247848564	247762132	247848564	86432	5096	17	3760	12	0.737834	1.11922
chr1	chr1_247848564-247896154	247848564	247896154	47590	5096	954	1287	660	0.252551	5.85259
chr1	chr1_247896154-247967734	247896154	247967734	71580	5096	290	4340	215	0.851648	1.5
chr1	chr1_247967734-248179275	247967734	248179275	211541	5096	1188	3274	1101	0.642465	4.08112
chr1	chr1_248179275-248243592	248179275	248243592	64317	5096	46	2634	30	0.516876	1.43699
chr1	chr1_248243592-248356723	248243592	248356723	113131	5096	998	1242	739	0.243721	5.70037
chr1	chr1_248356723-248406068	248356723	248406068	49345	5096	116	2669	69	0.523744	2.24491
chr1	chr1_24859178-24897519	24859178	24897519	38341	5096	1152	1297	806	0.254513	6.74077
chr1	chr1_24897519-24939955	24897519	24939955	42436	5096	295	1990	175	0.390502	3.82489
chr1	chr1_24939955-24980073	24939955	24980073	40118	5096	35	3236	22	0.635008	1.49123
chr1	chr1_24980073-25016163	24980073	25016163	36090	5096	684	1810	455	0.355181	5.16666
chr1	chr1_25016163-25073178	25016163	25073178	57015	5096	364	3704	252	0.726845	2.52162
chr1	chr1_25073178-25098398	25073178	25098398	25220	5096	48	2867	29	0.562598	1.71055
chr1	chr1_25098398-25187440	25098398	25187440	89042	5096	522	3035	436	0.595565	2.78365
chr1	chr1_25187440-25412573	25187440	25412573	225133	5096	298	2491	247	0.488815	2.57246
chr1	chr1_2536231-2805011	2536231	2805011	268780	5096	740	2143	552	0.420526	4.32675
chr1	chr1_25412573-25553165	25412573	25553165	140592	5096	170	2535	137	0.497449	2.0616
chr1	chr1_25553165-25582314	25553165	25582314	29149	5096	36	2578	19	0.505887	1.48397
chr1	chr1_25582314-25677265	25582314	25677265	94951	5096	36	3740	23	0.733909	1.43192
chr1	chr1_25677265-25746952	25677265	25746952	69687	5096	84	3592	42	0.704867	1.79134
chr1	chr1_25746952-25785479	25746952	25785479	38527	5096	223	1617	134	0.317308	3.70578
chr1	chr1_25785479-25923568	25785479	25923568	138089	5096	92	4215	74	0.827119	0.980105
chr1	chr1_25923568-26011814	25923568	26011814	88246	5096	170	2750	131	0.539639	1.72937
chr1	chr1_26011814-26061134	26011814	26061134	49320	5096	125	3813	71	0.748234	1.74626
chr1	chr1_26061134-26154619	26061134	26154619	93485	5096	167	3880	104	0.761381	1.8499
chr1	chr1_26154619-26201372	26154619	26201372	46753	5096	120	1597	67	0.313383	2.8788
chr1	chr1_26201372-26354781	26201372	26354781	153409	5096	1311	1405	1107	0.275706	5.8394
chr1	chr1_26354781-26389381	26354781	26389381	34600	5096	16	1733	8	0.340071	1.96077
chr1	chr1_26389381-26420316	26389381	26420316	30935	5096	260	2536	141	0.497645	3.2149
chr1	chr1_26420316-26576921	26420316	26576921	156605	5096	1171	2571	882	0.504513	5.23045
chr1	chr1_26576921-26661155	26576921	26661155	84234	5096	267	2394	164	0.46978	3.33428
chr1	chr1_26661155-26888588	26661155	26888588	227433	5096	764	1464	533	0.287284	5.47895
chr1	chr1_26888588-27076911	26888588	27076911	188323	5096	559	3718	429	0.729592	2.78484
chr1	chr1_27076911-27199878	27076911	27199878	122967	5096	246	3632	188	0.712716	1.875
chr1	chr1_27199878-27353463	27199878	27353463	153585	5096	16	4917	8	0.964874	0.274221
chr1	chr1_27353463-27372521	27353463	27372521	19058	5096	136	863	59	0.169349	4.20394
chr1	chr1_27372521-27513318	27372521	27513318	140797	5096	4	3852	0	0.755887	1.02097
chr1	chr1_27513318-27644093	27513318	27644093	130775	5096	543	3052	421	0.598901	3.13053
chr1	chr1_27644093-27872742	27644093	27872742	228649	5096	117	3663	96	0.718799	1.72623
chr1	chr1_27872742-27946911	27872742	27946911	74169	5096	138	2150	100	0.4219	2.12437
chr1	chr1_27946911-28097691	27946911	28097691	150780	5096	255	2767	195	0.542975	2.5349
chr1	chr1_28097691-28132596	28097691	28132596	34905	5096	165	2381	94	0.467229	3.17681
chr1	chr1_28132596-28307639	28132596	28307639	175043	5096	433	3063	351	0.60106	2.86836
chr1	chr1_28307639-28567060	28307639	28567060	259421	5096	257	3390	239	0.665228	1.95724
chr1	chr1_2836672-2864428	2836672	2864428	27756	5096	40	3572	24	0.700942	1.11457
chr1	chr1_28567060-28748471	28567060	28748471	181411	5096	14	2407	7	0.472331	1.50997
chr1	chr1_2864428-2888245	2864428	2888245	23817	5096	286	1976	182	0.387755	3.69418
chr1	chr1_28748471-28843366	28748471	28843366	94895	5096	269	2304	167	0.452119	3.15284
chr1	chr1_28843366-28862203	28843366	28862203	18837	5096	94	2501	45	0.490777	2.4289
chr1	chr1_28862203-29134621	28862203	29134621	272418	5096	772	1973	692	0.387166	3.68863
chr1	chr1_2888245-2919344	2888245	2919344	31099	5096	171	1472	100	0.288854	3.34374
chr1	chr1_29134621-29254578	29134621	29254578	119957	5096	5	2214	1	0.434458	1.79884
chr1	chr1_2919344-2980520	2919344	2980520	61176	5096	1177	1515	941	0.297292	6.08704
chr1	chr1_29254578-29306828	29254578	29306828	52250	5096	157	1969	93	0.386381	2.40705
chr1	chr1_29306828-29359145	29306828	29359145	52317	5096	211	1709	138	0.335361	2.88261
chr1	chr1_29359145-29392143	29359145	29392143	32998	5096	704	832	424	0.163265	6.04973
chr1	chr1_29392143-29446294	29392143	29446294	54151	5096	1130	1401	795	0.274922	6.38195
chr1	chr1_29446294-29467735	29446294	29467735	21441	5096	218	1491	123	0.292582	3.2973
chr1	chr1_29467735-29509484	29467735	29509484	41749	5096	309	3200	197	0.627943	3.12256
chr1	chr1_29509484-29545980	29509484	29545980	36496	5096	67	3076	26	0.603611	1.86116
chr1	chr1_29545980-29603446	29545980	29603446	57466	5096	574	2366	407	0.464286	3.85172
chr1	chr1_29603446-29642591	29603446	29642591	39145	5096	154	2741	88	0.537873	2.86117
chr1	chr1_29642591-29689221	29642591	29689221	46630	5096	159	2621	91	0.514325	2.35579
chr1	chr1_29689221-29705588	29689221	29705588	16367	5096	340	2662	184	0.52237	3.86605
chr1	chr1_29705588-29726287	29705588	29726287	20699	5096	103	2507	52	0.491954	3.01602
chr1	chr1_29726287-29772566	29726287	29772566	46279	5096	139	1900	77	0.372841	3.29964
chr1	chr1_29772566-29807341	29772566	29807341	34775	5096	100	2618	64	0.513736	2.09879
chr1	chr1_2980520-3018282	2980520	3018282	37762	5096	281	3038	197	0.596154	2.80197
chr1	chr1_29807341-29834519	29807341	29834519	27178	5096	3	3705	0	0.727041	0.974873
chr1	chr1_29834519-29850961	29834519	29850961	16442	5096	46	1908	14	0.374411	2.42207
chr1	chr1_29850961-29884765	29850961	29884765	33804	5096	40	3339	24	0.65522	1.49806
chr1	chr1_29884765-29897989	29884765	29897989	13224	5096	4	3449	2	0.676805	0.912581
chr1	chr1_29897989-29930511	29897989	29930511	32522	5096	141	2013	93	0.395016	2.61674
chr1	chr1_29930511-29986565	29930511	29986565	56054	5096	438	2580	283	0.506279	3.56134
chr1	chr1_29986565-30048724	29986565	30048724	62159	5096	152	1907	101	0.374215	2.65066
chr1	chr1_30048724-30067736	30048724	30067736	19012	5096	114	2227	60	0.437009	2.63014
chr1	chr1_30067736-30105771	30067736	30105771	38035	5096	610	759	388	0.14894	5.59374
chr1	chr1_30105771-30135638	30105771	30135638	29867	5096	35	2591	13	0.508438	2.11356
chr1	chr1_30135638-30182822	30135638	30182822	47184	5096	44	2335	22	0.458203	1.93569
chr1	chr1_30182822-30209893	30182822	30209893	27071	5096	12	1782	2	0.349686	1.95019
chr1	chr1_3018282-3081749	3018282	3081749	63467	5096	253	3212	173	0.630298	2.51586
chr1	chr1_30209893-30272421	30209893	30272421	62528	5096	869	2343	624	0.459772	4.89523
chr1	chr1_30272421-30320249	30272421	30320249	47828	5096	610	611	388	0.119898	6.0504
chr1	chr1_30320249-30344855	30320249	30344855	24606	5096	150	1677	82	0.329082	3.23113
chr1	chr1_30344855-30418708	30344855	30418708	73853	5096	133	4732	93	0.928571	0.773129
chr1	chr1_30418708-30445177	30418708	30445177	26469	5096	76	1782	30	0.349686	2.73278
chr1	chr1_30445177-30471515	30445177	30471515	26338	5096	65	3227	34	0.633242	1.56415
chr1	chr1_30471515-30515518	30471515	30515518	44003	5096	251	3772	171	0.740188	2.11118
chr1	chr1_30515518-30525249	30515518	30525249	9731	5096	696	2203	449	0.4323	4.81343
chr1	chr1_30525249-30589943	30525249	30589943	64694	5096	36	2422	18	0.475275	1.71273
chr1	chr1_30589943-30644117	30589943	30644117	54174	5096	269	2027	176	0.397763	3.29282
chr1	chr1_30644117-30692380	30644117	30692380	48263	5096	454	2270	299	0.445447	3.48382
chr1	chr1_30692380-30749469	30692380	30749469	57089	5096	548	2253	384	0.442111	3.94165
chr1	chr1_30749469-30785980	30749469	30785980	36511	5096	138	3147	102	0.617543	1.56695
chr1	chr1_30785980-30844633	30785980	30844633	58653	5096	563	2181	439	0.427983	3.71487
chr1	chr1_3081749-3095810	3081749	3095810	14061	5096	294	1410	186	0.276688	4.15084
chr1	chr1_30844633-30866768	30844633	30866768	22135	5096	213	3039	118	0.59635	2.87462
chr1	chr1_30866768-30891649	30866768	30891649	24881	5096	52	3412	30	0.669545	1.51571
chr1	chr1_30891649-30904022	30891649	30904022	12373	5096	201	1494	100	0.293171	3.84806
chr1	chr1_30904022-31103173	30904022	31103173	199151	5096	572	1911	516	0.375	3.24522
chr1	chr1_3095810-3141097	3095810	3141097	45287	5096	1179	1049	895	0.205848	6.12436
chr1	chr1_31103173-31165822	31103173	31165822	62649	5096	280	3609	176	0.708203	2.37705
chr1	chr1_31165822-31214812	31165822	31214812	48990	5096	92	2638	57	0.517661	1.99245
chr1	chr1_31214812-31432326	31214812	31432326	217514	5096	1049	3261	952	0.639914	3.70085
chr1	chr1_3141097-3145931	3141097	3145931	4834	5096	52	3390	22	0.665228	1.72099
chr1	chr1_31432326-31547339	31432326	31547339	115013	5096	144	2370	125	0.465071	1.91291
chr1	chr1_3145931-3183071	3145931	3183071	37140	5096	390	1665	282	0.326727	3.61586
chr1	chr1_31547339-31576820	31547339	31576820	29481	5096	220	1871	150	0.367151	3.4185
chr1	chr1_31576820-31642211	31576820	31642211	65391	5096	476	2526	293	0.495683	3.96417
chr1	chr1_31642211-31690310	31642211	31690310	48099	5096	221	2219	143	0.43544	2.46068
chr1	chr1_31690310-31800425	31690310	31800425	110115	5096	476	1229	298	0.24117	4.83189
chr1	chr1_31800425-31851366	31800425	31851366	50941	5096	82	2309	53	0.4531	2.24137
chr1	chr1_3183071-3200824	3183071	3200824	17753	5096	283	4129	177	0.810243	1.91195
chr1	chr1_31851366-31972914	31851366	31972914	121548	5096	524	1454	349	0.285322	4.92612
chr1	chr1_31972914-32087440	31972914	32087440	114526	5096	263	2267	139	0.444859	3.49074
chr1	chr1_3200824-3233411	3200824	3233411	32587	5096	256	1455	197	0.285518	3.4286
